,name,price,type,제품명,"수입품의 경우 생산자, 수입자 및 제조국",식품의 유형,제조업소의 명칭과 소재지,"제조연월일(포장일 또는 생산연도), 유통기한 ","포장단위별 내용물의 용량(중량), 수량",원재료명 및 함량,영양성분,유전자 변형 식품의 경우 표시,소비자 안전을 위한 주의사항,수입식품인 경우 “수입식품안전관리특별법에 따른 수입신고를 필함”의 문구,소비자 상담 관련 전화번호,품명 및 모델명,재질,구성품,크기,출시년월,제조사,제조국,수입식품안전관리특별법에 따른 수입신고,품질보증기준,A/S 책임자,종류,소재,치수,취급시 주의사항,품목 및 제품명,용도 및 제형,제조연월 및 유통기한,"중량, 용량, 매수","효과,효능",제조국 및 제조사,어린이 보호포장 대상 제품 유무,제품에 사용된 화학물질 명칭,사용상 주의사항,신고번호 또는 승인번호,발행자,유효기간,교환권 공급자,이용조건,이용 가능 매장,환불조건 및 방법,소비자상담 관련 전화번호,품목 또는 명칭,"포장단위별 내용물의 용량(중량), 수량, 크기",생산자,농수산물의 원산지 표시에 관한 법률에 따른 원산지,"제조연월일(포장일 또는 생산연도), 유통기한",관련법상 표시사항,상품구성,보관방법 또는 취급방법,용량 또는 중량,제품 주요 사양,사용기한 또는 개봉 후 사용기간,사용방법,화장품제조업자 및 화장품책임판매업자,화장품법에 따라 기재·표시하여야 하는 모든 성분,기능성 화장품의 경우 화장품법에 따른 식품의약품안전처 심사필 유무,사용할 때 주의사항,소비자상담관련 전화번호,제품 소재,색상,제품구성,세탁방법/취급시 주의사항,"법에 의한 인증, 허가 등을 받았음을 확인할 수 있는 경우 그에 대한 사항",A/S 책임자와 전화번호 또는 소비자상담 관련 전화번호,기능정보,"섭취량, 섭취방법, 섭취시 주의사항 및 부작용 발생 가능성",영양정보,질병의 예방 및 치료를 위한 의약품이 아니라는 내용의 표현,제조연월,KC 인증 필 유무,정격전압/소비전력,"크기,무게",주요 사양,HB21-26-0383,사용연령 또는 체중범위,"취급방법 및 취급시 주의사항, 안전표시 (주의, 경고 등)","크기, 중량",소재/순도/밴드재질,중량,제조자,착용 시 주의사항,보증서 제공 여부,도서명,저자,출판사,쪽수,출간일,목차 또는 책소개
243,[건강선물] 본죽 파우치죽 200g 전복죽 4팩 + [증정] 장조림 70g 1개 (총5팩),"10,900원",samll_gift,본죽 파우치죽 200g 전복죽 4팩 + [증정] 장조림 70g 1개 (총5팩),동방푸드마스타 / 농업회사법인 올레㈜,즉석조리식품(레토르트식품) / 조림류(멸균제품),(주)동방푸드마스타(충북 음성군 대소면 대금로 105번길 70) / 농업회사법인 올레㈜(경기도 양주시 장흥면 권율로29번길 115-82),제조일로부터 1년,"200g,4 / 70g,1","전복죽 : 정제수, 멥쌀(국산), 전복(외국산:필리핀, 말레이시아, 인도네시아 등), 찹쌀(국산), 생미분, 양파, 표고버섯(국산), 바지락엑기스, 새송이버섯, 마늘, 참기름, 정제소금, 기타가공품, 효모추출물, 향미증진제 / 미니장조림: 본장조림소스[정제수,양조간장{탈지대두(외국산:인도산,미국산,중국산)},야채엑기스{육수농축액(소고기:호주산)},설탕,생강,복합조미식품],쇠고기(호주산)","전복죽: 열량95kcal,나트륨400mg(20%),탄수화물17g(5%),당류0g(0%),콜레스테롤5mg(2%),지방1.8g(3%),트랜스지방0g,포화지방0g(0%),단백질3g(5%) / 미니장조림: 열량65kcal,나트륨630mg,탄수화물5g,당류6g,콜레스테롤140mg,지방1g트랜스지방0g,포화지방0.6g,단백질7g",해당사항 없음,포장지가 날카로우니 개봉 및 섭취 시 주의하시기 바랍니다.,해당사항 없음,본아이에프 대표번호 1644-6288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,[합격 비밀] 시크릿노트 수제초콜릿12입 (톡별) (합격의 비법이 들어있는 초콜릿북),"16,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세페이지참조,상품상세페이지참조,"상품상세페이지참조, 상품상세페이지참조","상품상세페이지참조, 상품상세페이지참조",상품상세페이지참조,상품상세페이지참조,상품상세페이지참조,상품상세설명 참조,상품상세페이지참조,상품상세페이지참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,노티드 스마일 & 슈가베어 버터쿠키 (12개입),"19,900원",samll_gift,스마일&amp;슈가베어 쿠키,해당사항 없음,과자,"주식회사 제이브라운 / 서울특별시 구로구 디지털로27길 24(벽산디지털밸리 1차 311,402,611호 구로동)",제조일로부터 8개월,개당 8G이상 포장 X 12개입,상품상세설명 참조,상품상세설명 참조,해당사항 없음,식품 보존을 위한 실리카겔이 들어있으니 절대 먹지마세요.,해당사항 없음,070-8860-4334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"""달콤촉촉 선물"" [단백질간식] 단백쿠키 5종 버라이어티팩 720g(40g x 18개입)","19,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,카카오톡 채널 : 랩노쉬몰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,말랑 아기 고양이 LED 무드등 (취침모드),"9,900원",samll_gift,,,,,,,,,,,,,말랑 아기 고양이 LED 무드등 (취침모드),,,,,SYS(시스),상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,032-555-9639,,,,,,,,,,,,,,,,,,,,,,,,
248,"""사랑을 담은 선물"" [단백질간식] 프로틴쿠키바 2종 틴케이스 선물세트 490g(35g x 14개입)","17,900원",samll_gift,상품상세설명 참조,해당없음,상품상세설명 참조,상품상세설명 참조,제조일자: 22.05.22 상시제조 / 유통기한: 23.05.22~선입선출 (제조일로부터 12개월),상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,해당없음,상품상세설명 참조,해당없음,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,[고디바] 지큐브 랩트 초콜릿 8개입 4종 (선택: 밀크/다크/솔티드캐러멜/다크헤이즐넛),"19,000원",samll_gift,상품상세설명 참조,상품상세설명 참조,초콜릿 가공품,생산 : GODIVA CHOCOLATIER INC(미국) 수입원 : ㈜BSK 코퍼레이션,"본 상품은 상시제조 상품인 관계로 제조연월/유통기한 정보 제공이 어렵습니다.생산자 or 협력업체 or 소비자상담 (tel. 080-827-7700)으로 연락 시, 정보확인 가능, 본 상품은 상시제조 상품인 관계로 제조연월/유통기한 정보 제공이 어렵습니다.생산자 or 협력업체 or 소비자상담 (tel. 080-827-7700)으로 연락 시, 정보확인 가능","66, 1",상세설명 참조,상세설명 참조,해당없음,상품상세설명 참조,식품위생법에 따른 수입신고를 필함,080-827-7700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,[할매입맛저격] 달방아 콩쑥개떡/바나나떡/못난이떡/찹쌀떡/앙금절편/옥수수크림떡/크림치즈떡,"12,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,떡류,"&lt;콩쑥찰떡,바나나찰떡,찹쌀떡,못난이떡,노랑경단,흑임자경단,콩가루쑥개떡,한입콩떡,백앙금인절미-생산자:삼흥푸드 / 소재지:경기도 남양주시 오남읍 양지리 208-4&gt; &lt;앙금절편,바람떡,꿀떡-생산자:한결푸드 / 소재지:경기도 화성시 향남읍 발안공단로 6길 17-7&gt; &lt;옥수수크림떡,치즈크림떡,티라미슈크림떡,구워먹는떡,현미가래떡-생산자:더미들래 / 소재지:전라북도 군산시 옥구읍 양등길 34(1동)&gt; &lt;백설기,꿀설기-생산자:덕산푸드 / 소재지:경기도 남양주시 송능1길 43-1&gt; &lt;약과-생산자:한울제과 / 소재지:경기도 포천시 가산면 정금로153번길 72-1&gt; &lt;한끼쉐이크-생산자:행복우리식품 / 소재지:세종특별자치시 연서면 와룡로513&gt;","&lt;콩쑥찰떡,바나나찰떡,찹쌀떡,못난이떡,노랑경단,흑임자경단,콩가루쑥개떡,한입콩떡,백앙금인절미-제조년월일:주문일로부터 유통기한 1/3 기간 내 제조 / 유통기한 : 제조일로부터 9개월&gt; &lt;앙금절편,바람떡,꿀떡-생산자:한결푸드 / 제조년월일:주문일로부터 유통기한 1/3 기간 내 제조 / 유통기한 : 제조일로부터 6개월&gt; &lt;옥수수크림떡,치즈크림떡,티라미슈크림떡,구워먹는떡,현미가래떡-제조년월일 : 주문일로부터 유통기한 1/3 기간 내 제조 / 유통기한 : 제조일로부터 12개월&gt; &lt;백설기,꿀설기-생산자:덕산푸드 /제조년월일 : 주문일로부터 유통기한 1/3 기간 내 제조 / 유통기한 : 제조일로부터 12개월&gt; &lt;약과-제조년월일:주문일로부터 유통기한 1/3 기간 내 제조 / 유통기한 : 제조일로부터 12개월&gt; &lt;한끼쉐이크-제조년월일:주문일로부터 유통기한 1/3 기간 내 제조 / 유통기한 : 제조일로부터 14개월&gt;",상품상세설명 참조,상품상세설명 참조,해당없음,해당없음,상품상세설명 참조,해당없음,070-7008-2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,"[간식모아]빼빼로데이 ""피크닉달콤도시락"" 인기과자 5종 선물세트(간식선물/빼빼로데이)","13,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상세페이지 참고,상세페이지 참고,"상세페이지 참고, 상세페이지 참고","상세페이지 참고, 상세페이지 참고",상세페이지 참고,상세페이지 참고,해당사항 없음,상품상세설명 참조,해당사항 없음,상세페이지 참고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"""귀여운 건 크게"" 피너츠 스누피 세라믹 시리얼 볼 + 스푼 세트","14,800원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,2022년 10월,상품상세설명 참조,상품상세설명 참조,식품위생법에 따른 수입신고를 필함,구매일로부터 1년,(주)에이치앤프렌즈 / 031-754-7701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"""향기로운 손길"" [메세지카드] LOE 퍼퓸드 핸드크림 50ml (향 선택)","14,000원",samll_gift,,,,,,,,,,,,,,,,,,,대한민국,,본 제품은 ‘공정거래위원회 고시 소비자분쟁 해결 기준’에 의거 교환 또는 보상 받을 수 있습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,제품 별도 표기,상품상세설명 참조,책임판매원 : (주)굳센사람들 / 제조업자 : (주)코스메카코리아,"[로에 신시어우드 퍼퓸드 핸드크림] 정제수, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 세테아릴알코올, 1,2-헥산다이올, 시어버터, 아이소프로필미리스테이트, 글리세릴스테아레이트, 세테아릴올리베이트, 향료, 부틸렌글라이콜, 솔비탄올리베이트, 합성비즈왁스, 하이드로제네이티드코코넛오일, 프로판다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 솔비톨, 바이오사카라이드검-1, 잔탄검, 에틸헥실글리세린, 하이드록시에틸셀룰로오스, 다이소듐이디티에이, 유칼립투스잎추출물, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 무씨추출물, 소듐하이알루로네이트, 소나무잎추출물, 마트리카리아꽃추출물, 라임꽃추출물, 페퍼민트잎추출물, 레몬밤잎추출물, 바질잎추출물, 세라마이드엔피, 하이드로제네이티드레시틴, 리날룰, 리모넨, 제라니올, 유제놀 [로에 하쉬그린 퍼퓸드 핸드크림] 정제수, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 세테아릴알코올, 1,2-헥산다이올, 시어버터, 아이소프로필미리스테이트, 향료, 글리세릴스테아레이트, 세테아릴올리베이트, 부틸렌글라이콜, 솔비탄올리베이트, 합성비즈왁스, 하이드로제네이티드코코넛오일, 프로판다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 솔비톨, 바이오사카라이드검-1, 잔탄검, 에틸헥실글리세린, 하이드록시에틸셀룰로오스, 다이소듐이디티에이, 유칼립투스잎추출물, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 무씨추출물, 소듐하이알루로네이트, 소나무잎추출물, 마트리카리아꽃추출물, 라임꽃추출물, 페퍼민트잎추출물, 레몬밤잎추출물, 바질잎추출물, 세라마이드엔피, 하이드로제네이티드레시틴, 벤질벤조에이트, 리날룰, 헥실신남알, 시트로넬올, 신나밀알코올, 유제놀, 하이드록시시트로넬알, 제라니올, 리모넨 [로에 라일락스카이 퍼퓸드 핸드크림] 정제수, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 세테아릴알코올, 1,2-헥산다이올, 시어버터, 아이소프로필미리스테이트, 향료, 글리세릴스테아레이트, 세테아릴올리베이트, 부틸렌글라이콜, 솔비탄올리베이트, 합성비즈왁스, 하이드로제네이티드코코넛오일, 프로판다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 솔비톨, 바이오사카라이드검-1, 잔탄검, 에틸헥실글리세린, 하이드록시에틸셀룰로오스, 다이소듐이디티에이, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 무씨추출물, 소듐하이알루로네이트, 유칼립투스잎추출물, 소나무잎추출물, 마트리카리아꽃추출물, 라임꽃추출물, 페퍼민트잎추출물, 레몬밤잎추출물, 바질잎추출물, 하이드록시시트로넬알, 신나밀알코올 [로에 화이트셔츠 퍼퓸드 핸드크림] 정제수, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 세테아릴알코올, 1,2-헥산다이올, 시어버터, 아이소프로필미리스테이트, 향료, 글리세릴스테아레이트, 세테아릴올리베이트, 부틸렌글라이콜, 솔비탄올리베이트, 합성비즈왁스, 하이드로제네이티드코코넛오일, 프로판다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 솔비톨, 바이오사카라이",해당없음,"1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용 부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2) 상처가 있는 부위 등에는 사용을 자제할 것 3) 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것",070-8151-4498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"""세상 모든 따뜻함"" [SET] ""마음담아 따뜻함 가득"" 프리미엄 핫앤핫 핫팩 3종(25매) (톡별)","12,800원",samll_gift,,,,,,,,,,,,,핫앤핫 핫팩,,,,,주식회사 핫앤핫,대한민국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KC B684H006-4001,1544-3675,,,,,,,,,,,,,,,,,,,,,,,,
255,"""꼭 필요한 양말"" 절대 벗겨지지 않는 양말 시리즈 13종 (모든종류) (매일양말)","13,900원",samll_gift,,,,,,,,,,,,,,,,,,빅클,상품상세설명 참조,,구입 후 불량사실이 확인되면 교환,07082852210,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,화이트 색상 세탁시 주의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,'제주에서 온' 오설록 꽃향 가득한 티타임 세트(벚꽃+동백+귤꽃+머그),"18,000원",samll_gift,상품상세설명 참조,해당사항없음,침출차,상세고시정보참조,"생산지에서 직접 배송되므로 고객님께 배송될 상품의 제조연월일이 파악되지 않습니다.  유통기한 내용 참고 부탁 드립니다., 하면기재일 까지/유통기한은 제조일로부터 1년6개월/주문일로부터 유통기한 50%이상 남은 제품을 보내드립니다.","4입 (1입 x 4종) 벚꽃향가득한올레, 귤꽃향을품은우잣담, 동백이피는곶자왈, 달꽃이바라보는바당, 1",상세고시정보참조,해당사항없음,해당사항없음,"본 제품은 우유,대두,밀을 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",해당사항없음,카카오톡 1:1 문의 또는 오설록 고객센터 전화: 080-805-5555/이메일 상담: help@osulloc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"""따뜻한 선물추천"" 남녀공용 세티아 오버 사이즈 캐시미어 머플러 12종 택1","8,900원",samll_gift,,,,,,,,,,,,,,,,,,모모 협력업체,상품상세설명 참조,,공정거래위원회 고시 소비자 분쟁해결 기준에 의거 교환 또는 보상해드립니다.,snr / 070-7734-4567,머플러,상품상세설명 참조,상품상세설명 참조,세탁시 드라이크리닝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,꿀잠~ 파자마 세트 12종 택1,"19,900원",samll_gift,,,,,,,,,,,,,,,,,,(주)앤드스타일 협력사,상품상세설명 참조,,전자상거래법 및 관련법 준수,1599-2507,,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,손세탁,,,,,,,2022.09,,,,,,,,,,,,,,,,,,,
259,[교보문고]잘될 수밖에 없는 너에게,"14,400원",samll_gift,,,,,,,,,,,,,,,,130 * 190 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,단품,,,,,,,,,,,,,,,,,,,,,,잘될 수밖에 없는 너에게,최서영 지음,북로망스,272쪽,2022년 08월 18일 출간,.
260,"""이탈리아 명품캔디"" 공식수입 포지타노 레몬캔디 500g (입덧,임산부,수험생,졸음 사탕)","15,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"[찐감동주의] ""특별한 너의 생일엔"" 레터링케이크 16종모음","19,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,빵류(케익류),주식회사 스위트블러썸 / 경기도 하남시 하남대로 933번길 11,배송일로부터 3일내(냉동보관),260g / 1개,"전란액/국산,박력분(밀/미국산),설탕,자연치즈[뉴질랜드산/우유,크림(우유),정제소금,로커스트콩검,배양액],가공버터(무수유지방,팜유,유크림),천연버터,슈가파우더,우유,설탕,난백,마가린,유화제,물엿,정제수,합성팽창제[산성피로인산Na,탄산수소Na,전분(수입산),제일인산칼슘,젖산칼슘],정제소금,젤라틴(돼지),쇼트닝,CMC,혼합제제 식품첨가물[희석제(고과당콘시럽,설탕,글리세린,정제수,히드록시프로필전분), 착색료 식용색소(황색제4호,황색제5호,적색제40호,청색제1호,청색제2호),증점제(카라기난검, 잔탄검),산도조절제(구연산),보존료(소브산칼륨,안식향산나트륨)]",상품상세설명 참조,해당사항없음,상품상세설명 참조,해당사항없음,1544-9560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"""죠르디에게 폭 기대죠"" 공룡 죠르디 필로우","19,000원",samll_gift,,,,,,,,,,,,,공룡 죠르디 필로우 8809814922797,[표면] 폴리에스터 96% 폴리우레탄 4% [솜] 폴리에스터 100%,,,2021.11,토이스토리,중국,,본 제품은 공정거래위원회 고시 소비자 분쟁해결기준에 의거 교환 및 보상을 받으실 수 있습니다.,카카오프렌즈 고객센터 1577-6263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,그린 외,,,,,,,,,,CB063R3260-1116,,,,,3세 이상,"1. 포장은 반드시 부모님(보호자)께서 개봉해 주시고 분리수거해 주십시오. 2. 제품 용도 이외에는 사용하지 마십시오. 3. 입에 넣고 물거나 빨지 않도록 주의하십시오. 4. 불에 직접 닿거나 가까이하지 마십시오. 5. 세탁기 사용을 금하고 손으로 세탁하여 주십시오. 6. 물에 젖을 경우 그늘에서 말려 주십시오.  1. Make sure that the packaging is opened and removed by the guardian's watch. 2. Do not use other than purpose. 3. Do not put into mouth. 4. Keep away from fire.  5. Do not machine wash, hand wash please. 6. Dry in cool place if it’s wet.","약 300*130*330mm, 320g 내외",,,,,,,,,,,
263,"Padam Padam, 빠담빠담 수제 초콜릿 16구","18,000원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,21년 10월 31일,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,"""생일선물"" [단백질간식][랩노쉬] 더 쿠키박스 540g(7종x2개입씩)+고급쇼핑백","18,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,*단백쿠키 유통기한: 제조일로부터 6개월  *쿠키바 유통기한: 제조일로부터 12개월,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,카카오톡 채널 : 랩노쉬몰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
